UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NO.OF_INQUIRIES,loan_default
546819,49763,72560,71.66,20,18110,86,6279,27-05-85,Self employed,28-09-18,5,1296,1,1,0,0,0,0,508,K-High Risk,1,1,1,65216,64500,64500,0,0
484809,49263,66509,78.18,20,18110,86,6298,01-01-75,Self employed,31-08-18,5,1296,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,2,2,0,149655,157000,157000,0,0
645392,47349,74617,67.01,20,18110,86,6170,14-03-90,Self employed,31-10-18,5,1296,1,1,0,0,0,0,758,C-Very Low Risk,4,2,0,52557,86707,86707,1,0
597001,50683,85518,63.14,20,18110,86,6279,06-04-77,Self employed,22-10-18,5,1296,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,46357,46845,46845,1,0
629568,54259,68369,81.91,20,18110,86,6279,14-04-65,Self employed,27-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
447893,43394,81991,54.88,20,18110,86,6294,10-04-88,Self employed,18-08-18,5,1296,1,0,0,1,0,0,406,K-High Risk,1,1,1,326430,383580,383580,0,0
481536,48283,65702,77.62,20,18110,86,6279,05-10-91,Self employed,31-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
491393,48783,66044,77.22,20,18110,86,6278,24-04-94,Self employed,05-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
635027,50553,85518,60.81,20,18110,86,6279,14-05-93,Salaried,29-10-18,5,1296,1,1,0,0,0,0,602,H-Medium Risk,2,1,0,20289,20000,20000,0,0
635544,39794,74617,54.95,20,18106,86,6278,10-01-80,Self employed,29-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
456699,36201,71081,53.46,20,18110,86,6296,03-06-87,Self employed,22-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
475357,45185,62806,76.43,20,18110,86,6278,03-05-96,Self employed,30-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
630167,53553,66362,82.88,20,18110,86,6278,11-07-65,Self employed,27-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
537090,59013,74627,80.4,20,18110,86,6279,21-03-90,Self employed,26-09-18,5,1296,1,0,0,1,0,0,762,B-Very Low Risk,1,1,0,4325,28900,28900,0,0
550951,37939,68051,57.31,20,18110,86,6278,18-03-69,Self employed,30-09-18,5,1296,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0
453307,56079,71081,83,20,18110,86,6279,18-02-89,Self employed,21-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
457638,35939,73685,50.21,20,18110,86,6279,12-09-59,Salaried,23-08-18,5,1296,1,1,0,0,0,0,758,C-Very Low Risk,9,2,0,544508,650486,650486,0,0
629171,56459,85518,70.16,20,18110,86,6279,04-02-96,Salaried,27-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
526761,53639,66044,84.79,20,18110,86,6279,05-07-79,Salaried,21-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
454384,44409,64816,72.51,20,18110,86,6279,26-02-71,Self employed,22-08-18,5,1296,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
475284,37639,69327,57.7,20,18110,86,6279,16-05-82,Self employed,30-08-18,5,1296,1,1,0,0,0,0,708,D-Very Low Risk,7,4,0,113386,160000,160000,0,0
597129,63447,72878,89.19,20,18110,86,6279,02-10-62,Self employed,22-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
441832,62947,81991,79.28,20,18110,86,6279,13-08-66,Self employed,16-08-18,5,1296,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
630411,76256,96396,84.03,20,18110,86,6279,02-07-97,Self employed,27-10-18,5,1296,1,1,0,0,0,0,709,D-Very Low Risk,3,2,0,48025,48668,48668,1,1
645377,59447,77220,79,20,18110,86,6278,18-02-83,Self employed,31-10-18,5,1296,1,0,0,1,0,0,300,M-Very High Risk,1,1,1,16230,28511,28511,0,0
453887,25969,71081,39.39,20,18110,86,6279,03-06-90,Self employed,21-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
516947,56333,76902,76.72,20,18110,86,6298,01-01-89,Self employed,19-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
428036,46369,69327,70.68,20,18110,86,6279,08-04-96,Self employed,08-08-18,5,1296,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
617534,33359,68916,52.24,20,18110,86,6279,12-04-70,Self employed,25-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
566243,57117,70157,86.95,20,18110,86,6279,20-05-91,Self employed,09-10-18,5,1296,1,0,0,1,0,0,615,H-Medium Risk,3,1,0,0,36600,36600,0,0
560327,53549,88409,64.47,20,18110,86,6166,16-03-89,Salaried,06-10-18,5,1296,1,0,0,0,1,0,753,C-Very Low Risk,3,1,0,27876,44000,44000,0,0
597140,37639,70157,57.01,20,18110,86,6277,25-05-89,Self employed,22-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
570026,30494,74960,44.02,20,18110,86,6279,13-02-70,Self employed,11-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
440698,55099,68308,84.91,20,18110,86,6278,26-06-68,Salaried,16-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
490692,70837,96078,77.02,20,18110,86,6213,07-06-96,Self employed,05-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
508431,41362,74627,58.96,20,18110,86,6278,13-10-68,Salaried,15-09-18,5,1296,1,1,0,0,0,0,706,D-Very Low Risk,1,1,0,370863,400000,400000,0,0
597239,52303,74945,72.05,20,18110,86,6297,18-06-83,Self employed,22-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
515363,53078,68916,78.36,20,18110,86,6280,03-05-90,Self employed,18-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
518534,59447,68051,89.64,20,18110,86,6278,18-08-80,Salaried,19-09-18,5,1296,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
551873,45685,65393,73.4,20,18110,86,6279,11-04-87,Self employed,30-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
645455,54513,70049,79.94,20,18110,86,6278,15-03-90,Self employed,31-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
441698,31804,55442,61.33,20,18110,86,6279,20-06-79,Self employed,16-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
524605,66169,94560,70.85,20,23257,48,6279,27-05-85,Self employed,21-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
606726,81686,119900,70.06,20,23257,48,6294,05-02-96,Self employed,23-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
442249,57513,65702,89.8,20,18110,86,6209,17-04-95,Self employed,16-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
644886,75001,96396,79.88,20,18110,86,6279,26-08-94,Self employed,30-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
539920,59713,72551,84.08,20,18110,86,6279,07-05-72,Self employed,26-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
645459,69123,103042,68.9,20,21958,86,6277,19-05-86,Self employed,31-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
543019,37275,51738,73.45,20,23257,48,6278,19-02-76,Self employed,27-09-18,5,1296,1,1,0,0,0,0,774,B-Very Low Risk,1,1,0,6200,30000,30000,0,0
520653,51723,76902,70.22,20,18110,86,6188,01-01-93,Self employed,20-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
441260,62947,73685,88.21,20,18110,86,6279,22-03-80,Self employed,16-08-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
542517,49349,74299,67.3,20,18110,86,6280,26-04-84,Self employed,27-09-18,5,1296,1,1,0,0,0,0,517,K-High Risk,7,1,1,-706,706,706,0,0
597158,39134,74617,56.29,20,18110,86,6278,18-07-73,Self employed,22-10-18,5,1296,1,0,0,1,0,0,708,D-Very Low Risk,3,2,0,42179,42600,42600,0,1
600188,23749,58904,44.14,20,18110,86,6278,07-04-80,Self employed,22-10-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
538812,53639,85200,65.73,20,18110,86,6279,12-03-68,Self employed,26-09-18,5,1296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
615025,64882,74791,88.25,63,16067,45,7106,01-01-81,Salaried,24-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
525196,50303,67476,77.06,63,16067,45,7106,01-01-96,Salaried,21-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
612882,62447,70930,89.52,63,16067,45,7106,14-11-85,Salaried,24-10-18,10,282,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,11490,11490,11490,0,1
562530,23574,61695,40.52,63,16067,45,7106,01-01-85,Salaried,08-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
534881,53478,66187,83.7,63,16067,45,7084,21-05-94,Salaried,25-09-18,10,282,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
505144,49303,72145,70.69,63,16067,45,7094,08-11-92,Salaried,14-09-18,10,282,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,3082,9250,9250,1,0
567394,58013,66187,89.14,63,16067,45,7106,10-05-94,Salaried,10-10-18,10,282,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,1763,10763,10763,1,0
445166,37939,60340,65.46,63,16067,45,7107,15-09-92,Salaried,17-08-18,10,282,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
548150,51303,66187,78.57,63,16067,45,7124,12-01-95,Salaried,29-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
431617,34433,58554,61.48,63,16067,45,7084,02-01-89,Salaried,10-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
543154,52313,69514,77.68,63,16067,45,7124,01-07-87,Salaried,27-09-18,10,282,1,1,0,0,0,0,665,F-Low Risk,2,1,0,44581,45000,45000,0,0
545043,53078,61034,88.48,63,16067,45,7093,04-09-90,Self employed,28-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
632003,42394,75811,56.72,63,16067,45,7084,30-08-87,Self employed,27-10-18,10,282,1,1,0,0,0,0,783,B-Very Low Risk,6,1,0,0,820000,820000,0,1
629140,56759,69567,82.65,63,16067,45,7084,24-08-90,Self employed,27-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
508215,54514,64872,86.32,63,16067,45,7084,01-01-70,Salaried,15-09-18,10,282,1,1,0,0,0,0,437,K-High Risk,4,2,0,5164,42250,42250,0,0
653929,57759,72338,80.87,63,16067,45,7094,05-12-75,Self employed,31-10-18,10,282,1,1,0,0,0,0,743,C-Very Low Risk,8,4,0,1576209,1400000,1400000,0,0
629603,52078,74791,70.86,63,16067,45,7107,01-01-89,Salaried,27-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
643068,57513,69747,83.87,63,16067,45,7084,17-09-92,Salaried,30-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
613357,66882,80628,84.34,63,16067,45,7094,25-02-93,Salaried,24-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
549533,55759,66187,86.88,63,16067,45,7104,15-12-96,Salaried,29-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
614065,53303,66187,83.1,63,16067,45,7106,13-10-95,Salaried,24-10-18,10,282,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
504780,54209,74945,76.06,63,24063,48,7084,05-09-84,Salaried,14-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
643531,63947,75959,85.57,63,16067,45,7094,25-08-85,Salaried,30-10-18,10,282,1,1,0,0,0,0,738,C-Very Low Risk,3,2,0,17335,19502,19502,0,0
444682,47949,60404,81.29,63,16067,45,7106,05-03-92,Salaried,17-08-18,10,282,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,4000,10000,10000,1,0
567481,53103,65987,83.35,63,17412,45,7084,28-11-92,Self employed,10-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
427677,39894,67983,60.31,63,16067,45,7107,03-04-88,Salaried,08-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
463759,50303,67532,77,63,16067,45,7094,02-02-76,Salaried,25-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
441101,54759,67427,83.05,63,16067,45,7114,01-01-76,Salaried,16-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
494636,37439,64846,60.14,63,16067,45,7087,03-01-87,Salaried,07-09-18,10,282,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0
427011,31984,59819,56,63,16067,45,7083,31-03-78,Salaried,08-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
614724,42394,70338,61.13,63,16067,45,7095,07-09-75,Salaried,24-10-18,10,282,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,2,1,0,6168,7197,7197,1,0
613083,58013,70930,83.18,63,16067,45,7084,15-01-95,Salaried,24-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
607636,57259,69747,83.16,63,16067,45,7097,09-10-94,Salaried,23-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
647952,60547,69269,88.93,63,16067,45,7088,12-12-92,Salaried,31-10-18,10,282,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,8400,9800,9800,1,0
557098,43394,66187,66.48,63,16067,45,7114,03-02-91,Salaried,04-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
476296,50078,62934,81.83,63,16067,45,7106,01-01-67,Self employed,30-08-18,10,282,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,9975,11971,11971,1,0
629427,26529,74791,36.1,63,16067,45,7106,19-01-89,Salaried,27-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
444566,41894,66499,65.41,63,16067,45,7084,23-04-88,Salaried,17-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
613527,44394,64176,70.12,63,16067,45,7124,01-01-84,Salaried,24-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
537850,55259,71178,78.68,63,16067,45,7100,10-04-97,Salaried,26-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
454122,45714,55603,85.25,63,16067,45,7084,01-01-91,Salaried,21-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
643857,39641,75850,52.74,63,16067,45,7111,01-01-97,Salaried,30-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
613449,47349,74791,64.18,63,16067,45,7094,01-01-80,Salaried,24-10-18,10,282,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,6868,10990,10990,0,0
488642,44349,61695,74.56,63,16067,45,7124,10-03-87,Salaried,04-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
567429,59947,75811,80.46,63,16067,45,7094,10-04-88,Self employed,10-10-18,10,282,1,1,0,0,0,0,763,B-Very Low Risk,2,1,0,1205,11149,11149,0,0
613574,27529,74791,37.44,63,16067,45,7094,10-05-68,Self employed,24-10-18,10,282,1,1,0,0,0,0,684,E-Low Risk,3,3,0,149542,583756,583756,0,0
436513,42300,60026,73.3,63,17412,45,7084,09-10-75,Self employed,13-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
614750,54303,72145,76.24,63,16067,45,7106,12-05-80,Self employed,24-10-18,10,282,1,1,0,0,0,0,710,D-Very Low Risk,5,2,0,187980,213481,213481,0,0
466856,35279,62934,58.79,63,16067,45,7091,27-07-81,Salaried,27-08-18,10,282,1,1,0,0,0,0,710,D-Very Low Risk,3,2,0,13701,13701,13701,0,0
635683,61713,79581,78.54,63,16388,51,7084,26-04-97,Salaried,29-10-18,10,282,1,1,0,0,0,0,300,M-Very High Risk,2,1,1,3609,9621,9621,0,1
425580,51578,61810,85.75,63,16067,45,7114,08-08-82,Salaried,07-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
553966,38776,68333,58.54,63,16067,45,7083,17-10-76,Salaried,30-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
518671,40564,60564,71,63,16067,45,7094,01-04-78,Salaried,19-09-18,10,282,1,1,0,0,0,0,708,D-Very Low Risk,18,6,0,708124,1002762,1002762,0,0
627533,59947,69547,87.71,63,17412,45,7084,01-01-78,Salaried,26-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
486965,47849,60404,81.12,63,16067,45,7084,01-01-95,Salaried,03-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
444760,57759,67427,87.5,63,16067,45,7106,07-03-92,Salaried,17-08-18,10,282,1,1,1,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
444401,52378,60404,89.89,63,16067,45,7084,01-01-73,Self employed,17-08-18,10,282,1,1,0,0,0,0,534,J-High Risk,9,3,1,311020,335000,335000,0,0
592265,61447,69567,89.84,63,16067,45,7106,05-05-68,Self employed,20-10-18,10,282,1,1,0,0,0,0,738,C-Very Low Risk,7,3,0,23972,78000,78000,0,0
597629,58259,70930,83.18,63,16067,45,7107,12-02-87,Salaried,22-10-18,10,282,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,148289,158133,158133,0,1
634093,53303,80628,66.97,63,16067,45,7107,03-01-88,Salaried,28-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
477088,30984,64538,49.58,63,17066,86,7084,02-01-89,Salaried,30-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
425452,44349,58042,79.25,63,16067,45,7106,20-01-96,Salaried,07-08-18,10,282,1,1,0,0,0,0,623,H-Medium Risk,1,1,1,7541,38000,38000,0,1
658623,53078,62754,86.05,63,17412,45,7084,01-01-85,Salaried,31-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
467634,46549,63760,75.28,63,16067,45,7110,17-11-88,Self employed,28-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
548060,53303,66187,81.59,63,16067,45,7094,01-01-95,Salaried,29-09-18,10,282,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
548122,61947,71178,88.51,63,16067,45,7094,01-01-78,Salaried,29-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
613911,57013,69567,83.37,63,16067,45,7106,02-05-93,Salaried,24-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
647635,50303,61081,83.5,63,16067,45,7103,01-01-80,Salaried,31-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
494397,30484,56738,56.4,63,16067,45,7094,05-03-87,Salaried,07-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
610815,42894,69567,62.53,63,16067,45,7114,01-01-90,Salaried,24-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
450120,51303,61695,85.91,63,16067,45,7106,01-03-78,Salaried,20-08-18,10,282,1,1,0,0,0,0,785,B-Very Low Risk,3,0,0,0,0,0,0,0
506335,58914,74987,80.68,63,16067,45,7106,01-01-80,Salaried,14-09-18,10,282,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
641225,52303,69567,76.19,63,16067,45,7084,08-06-93,Salaried,30-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
567473,60947,68957,89.91,63,16067,45,7086,22-10-85,Self employed,10-10-18,10,282,1,1,0,0,0,0,300,M-Very High Risk,15,9,2,440590,710607,710607,2,0
614029,57759,74791,78.22,63,16067,45,7106,25-10-89,Salaried,24-10-18,10,282,1,1,0,0,0,0,710,D-Very Low Risk,2,2,0,9933,17303,17303,1,1
461071,42394,55603,79.13,63,16067,45,7111,01-01-89,Salaried,24-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
567490,48803,66187,76.3,63,16067,45,7124,01-01-95,Salaried,10-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
458369,43794,65802,67.63,63,17412,45,7084,01-01-95,Self employed,23-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
469799,23874,61695,40.2,63,16067,45,7107,12-07-80,Salaried,28-08-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
514957,52303,74987,72.01,63,16067,45,7094,21-04-81,Salaried,18-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
612766,65882,74791,89.58,63,16067,45,7107,10-01-78,Salaried,24-10-18,10,282,1,1,0,0,0,0,649,G-Low Risk,4,4,0,10174,60574,60574,0,0
506701,48349,66499,75.19,63,16067,45,7114,01-01-89,Salaried,14-09-18,10,282,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,557182,619000,619000,0,1
644210,48349,71705,68.34,63,17066,86,7084,14-10-72,Salaried,30-10-18,10,282,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,0,16500,16500,0,0
617738,56013,69858,81.59,63,17066,86,7106,10-04-97,Salaried,25-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
629290,49349,69567,71.87,63,16067,45,7111,25-03-95,Salaried,27-10-18,10,282,1,1,0,0,0,0,459,K-High Risk,1,1,1,2434,45366,45366,0,1
548842,62447,74987,84.68,63,16067,45,7107,15-08-85,Salaried,29-09-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
644121,58259,75850,77.79,63,16067,45,7106,02-05-81,Salaried,30-10-18,10,282,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
593140,52978,70862,77.47,63,16309,45,7091,01-01-79,Salaried,21-10-18,10,998,1,1,0,0,0,0,825,A-Very Low Risk,22,1,0,11327,50000,50000,0,0
501459,55013,69007,82.6,63,17066,86,7085,01-01-91,Self employed,12-09-18,10,998,1,1,0,0,0,0,611,H-Medium Risk,1,0,0,0,0,0,0,0
522855,54259,71945,77.84,63,16309,45,7093,03-06-93,Salaried,20-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
638702,57259,74591,77.76,63,16309,45,7093,20-12-88,Salaried,29-10-18,10,998,1,1,0,0,0,0,749,C-Very Low Risk,3,1,0,4200,14000,14000,0,0
600486,67782,80628,86.69,63,16309,45,7085,23-12-86,Salaried,22-10-18,10,998,1,1,0,0,1,0,583,I-Medium Risk,6,4,1,281414,554966,554966,0,0
434568,36239,62583,60.4,63,16309,45,7110,15-02-89,Salaried,12-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
449578,51303,60028,88.29,63,16309,45,7084,07-03-84,Self employed,20-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
574324,57913,75759,79.07,63,16309,45,7084,01-01-85,Salaried,13-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
531580,52978,66136,82.41,63,16309,45,7103,02-01-89,Salaried,24-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1
431001,53759,62433,88.9,63,18050,86,7085,01-01-86,Self employed,10-08-18,10,998,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,1,0
436330,47349,60058,80.76,63,16309,45,7087,25-03-80,Salaried,13-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
420606,55513,67167,84.86,63,16309,45,7085,01-01-61,Self employed,03-08-18,10,998,1,1,0,0,0,0,300,M-Very High Risk,13,3,3,57922,84600,84600,0,0
509120,49803,67064,76.79,63,16309,45,7108,19-03-87,Self employed,15-09-18,10,998,1,1,0,0,0,0,719,D-Very Low Risk,5,2,0,32390,59170,59170,0,0
559413,36439,64646,58.78,63,16309,45,7091,02-08-91,Salaried,06-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
629896,46849,67519,70.35,63,18050,86,7099,16-10-88,Salaried,27-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
629365,53303,67933,80.96,63,16309,45,7093,04-03-90,Self employed,27-10-18,10,998,1,1,0,0,0,0,471,K-High Risk,3,0,1,0,0,0,1,0
497319,38894,61346,66.02,63,16309,45,7084,01-01-92,Self employed,10-09-18,10,998,1,1,0,0,0,0,344,L-Very High Risk,2,0,0,0,0,0,1,0
630735,58059,70730,83.13,63,16309,45,7086,02-10-64,Salaried,27-10-18,10,998,1,1,0,0,0,0,755,C-Very Low Risk,6,2,0,9862,35800,12070,0,0
442072,48149,61346,81.18,63,16309,45,7108,05-05-63,Self employed,16-08-18,10,998,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,6,1,0,72691,71000,71000,0,0
